Date,Prior,Open,High,Low,Close,Change,%Change,Average,Bid,Offer,AOM Volume (k.Shares),AOM Value (M.Baht),TR Volume (k.Shares),TR Value (M.Baht),Total Volume (k.Shares),Total Value (M.Baht),NVDR Buy Value (M.Baht),NVDR Sell Value (M.Baht),NVDR Net Value (M.Baht),P/E,PEG,P/BV,BVPS (Baht),%Dividend Yield,%12M Dividend Yield,Market Cap. (M.Baht),%Volume Turnover,ROI,Beta,Par (Baht),Listed Shares,Trading Sign,Benefit Sign
5/2/2019,5.883008,5.883008,5.960416,5.8056,5.960416,0.077408,1.315789474,5.887964074,5.921712,5.960416,1312.732534,7.729322,-,-,1312.732534,7.729322,-,-,-,-,-,5.55,1.083712,-,-,995.4898954,0.785988088,-,-,1,323211005,-,-
6/2/2019,5.960416,5.960416,6.347456,5.960416,6.115232,0.154816,2.597402597,6.158641271,6.076528,6.115232,4699.410914,28.941986,-,-,4699.449153,28.94221388,-,-,-,-,-,5.69,1.083712,-,-,1021.346776,2.813757533,-,-,1,323211005,-,-
7/2/2019,6.115232,6.153936,6.153936,5.8056,5.921712,-0.19352,-3.164556962,5.911288084,5.921712,5.99912,1108.412567,6.552146,-,-,1108.430653,6.55223526,-,-,-,-,-,5.51,1.083712,-,-,989.0256753,0.663663974,-,-,1,323211005,-,-
8/2/2019,5.921712,5.921712,6.076528,5.8056,5.960416,0.038704,0.653594771,5.90730345,5.921712,5.960416,1455.663497,8.599046,-,-,1455.697602,8.59924664,-,-,-,-,-,5.55,1.083712,-,-,995.4898954,0.871587278,-,-,1,323211005,-,-
11/2/2019,5.960416,5.960416,5.960416,5.8056,5.844304,-0.116112,-1.948051948,5.899914003,5.844304,5.921712,569.5018603,3.360012,-,-,569.5018603,3.360012,-,-,-,-,-,5.44,1.083712,-,-,976.0972351,0.340984677,-,-,1,323211005,-,-
12/2/2019,5.844304,5.883008,5.960416,5.844304,5.883008,0.038704,0.662251656,5.880619294,5.883008,5.921712,746.847871,4.391928,-,-,746.8649235,4.39199968,-,-,-,-,-,5.47,1.083712,-,-,982.5614552,0.44717939,-,-,1,323211005,-,-
13/2/2019,5.883008,5.883008,6.19264,5.883008,5.99912,0.116112,1.973684211,6.040635733,5.99912,6.037824,2577.76974,15.571368,-,-,2577.77284,15.571386,-,-,-,-,-,5.58,1.083712,-,-,1001.954116,1.543420837,-,-,1,323211005,-,-
14/2/2019,5.99912,5.960416,5.99912,5.883008,5.883008,-0.116112,-1.935483871,5.936575267,5.883008,5.921712,463.8280281,2.75355,-,-,463.8347458,2.75359072,-,-,-,-,-,5.47,1.083712,-,-,982.5614552,0.277717338,-,-,1,323211005,-,-
15/2/2019,5.883008,5.883008,5.883008,5.689488,5.8056,-0.077408,-1.315789474,5.807129759,5.8056,5.883008,734.7560976,4.266824,-,-,734.7560976,4.266824,-,-,-,-,-,5.4,1.083712,-,-,969.633015,0.439929327,-,-,1,323211005,-,-
18/2/2019,5.8056,5.844304,5.99912,5.728192,5.960416,0.154816,2.666666667,5.905197229,5.921712,5.960416,676.3642001,3.994064,-,-,676.3812526,3.994163,-,-,-,-,-,5.55,1.083712,-,-,995.4898954,0.404977856,-,-,1,323211005,-,-
20/2/2019,5.960416,5.960416,5.960416,5.728192,5.8056,-0.154816,-2.597402597,5.820404119,5.8056,5.844304,840.1715585,4.890138,-,-,840.1720752,4.89014022,-,-,-,-,-,9.72,0.599912,-,-,969.633015,0.503046299,-,-,1,323211005,-,-
21/2/2019,5.8056,5.689488,5.844304,5.689488,5.689488,-0.116112,-2,5.783234396,5.689488,5.728192,634.4563869,3.66921,-,-,634.4563869,3.66921,-,-,-,-,-,9.53,0.599912,-,-,950.2403547,0.379875679,-,-,1,323211005,C,-
22/2/2019,5.689488,5.689488,5.844304,5.650784,5.844304,0.154816,2.721088435,5.784603147,5.766896,5.844304,600.6614303,3.474588,-,-,600.6619471,3.4745902,-,-,-,-,-,9.79,0.599912,-,-,976.0972351,0.359641529,-,-,1,323211005,C,-
25/2/2019,5.844304,5.844304,5.844304,5.766896,5.844304,0,0,5.822264743,5.766896,5.844304,373.2430757,2.17312,-,-,373.2570277,2.17320098,-,-,-,-,-,9.79,0.599912,-,-,976.0972351,0.223484655,-,-,1,323211005,C,-
26/2/2019,5.844304,5.844304,5.844304,5.766896,5.8056,-0.038704,-0.662251656,5.803798899,5.766896,5.8056,660.7069037,3.83461,-,-,660.7069037,3.83461,-,-,-,-,-,9.72,0.599912,-,-,969.633015,0.395592966,-,-,1,323211005,C,-
27/2/2019,5.8056,5.8056,5.8056,5.61208,5.766896,-0.038704,-0.666666667,5.707995141,5.689488,5.766896,1329.216618,7.587162,-,-,1329.218169,7.58717092,-,-,-,-,-,9.66,0.599912,-,-,963.1687949,0.79585873,-,-,1,323211005,C,-
28/2/2019,5.766896,5.766896,5.766896,5.573376,5.61208,-0.154816,-2.684563758,5.637990852,5.61208,5.728192,708.6606036,3.995422,-,-,708.6621538,3.99543082,-,-,-,-,-,9.4,0.599912,-,-,937.3119145,0.424305787,-,-,1,323211005,C,-
1/3/2019,5.61208,5.61208,5.61208,3.947808,5.495968,-0.116112,-2.068965517,4.809219138,5.379856,5.495968,4042.269533,19.44016,-,-,4042.291753,19.44025738,-,-,-,-,-,9.2,0.599912,-,-,917.9192542,2.420289804,-,-,1,323211005,C,-
4/3/2019,5.495968,4.876704,5.534672,4.876704,5.186336,-0.309632,-5.633802817,5.113838727,5.186336,5.379856,1124.069864,5.748312,-,-,1124.070897,5.74831768,-,-,-,-,-,8.69,0.599912,-,-,866.2054934,0.673028445,-,-,1,323211005,C,-
5/3/2019,5.186336,5.03152,5.495968,5.03152,5.41856,0.232224,4.47761194,5.331781176,5.379856,5.41856,496.4344771,2.64688,-,-,496.4861513,2.64715668,-,-,-,-,-,9.07,0.599912,-,-,904.990814,0.297267106,-,-,1,323211005,C,-
6/3/2019,5.41856,5.302448,5.650784,5.302448,5.534672,0.116112,2.142857143,5.51186052,5.457264,5.534672,587.9495659,3.240696,-,-,587.9495659,3.240696,-,-,-,-,-,9.27,0.599912,-,-,924.3834743,0.352030093,-,-,1,323211005,C,-
7/3/2019,5.534672,5.457264,5.61208,5.41856,5.61208,0.077408,1.398601399,5.523762315,5.495968,5.61208,240.3369161,1.327564,-,-,240.3369161,1.327564,-,-,-,-,-,9.4,0.599912,-,-,937.3119145,0.143899803,-,-,1,323211005,C,-
8/3/2019,5.61208,5.689488,5.728192,5.495968,5.61208,0,0,5.638389903,5.61208,5.650784,562.5258371,3.17174,-,-,562.5258371,3.17174,-,-,-,-,-,9.4,0.599912,-,-,937.3119145,0.336807839,-,-,1,323211005,C,-
11/3/2019,5.61208,5.495968,5.573376,5.302448,5.302448,-0.309632,-5.517241379,5.36311968,5.263744,5.302448,297.4369574,1.59519,-,-,297.4369574,1.59519,-,-,-,-,-,8.88,0.599912,-,-,885.5981537,0.178087995,-,-,1,323211005,C,-
12/3/2019,5.302448,5.22504,5.263744,4.954112,5.03152,-0.270928,-5.109489051,5.112259204,5.03152,5.070224,741.4737495,3.790606,-,-,741.5001033,3.79074268,-,-,-,-,-,8.43,0.599912,-,-,840.348613,0.443967247,-,-,1,323211005,C,-
13/3/2019,5.03152,5.03152,5.070224,4.218736,5.03152,0,0,4.641485358,5.03152,5.108928,2341.515089,10.868108,-,-,2341.515089,10.868108,-,-,-,-,-,8.43,0.599912,-,-,840.348613,1.401963402,-,-,1,323211005,C,-
14/3/2019,5.03152,4.838,5.03152,4.45096,4.605776,-0.425744,-8.461538462,4.651725925,4.605776,4.683184,925.4857379,4.305106,-,-,925.4857379,4.305106,-,-,-,-,-,7.71,0.599912,-,-,769.2421919,0.554127172,-,-,1,323211005,C,-
15/3/2019,4.605776,4.489664,4.838,4.412256,4.838,0.232224,5.042016807,4.644070625,4.799296,4.838,332.2137247,1.542824,-,-,332.2137247,1.542824,-,-,-,-,-,8.1,0.599912,-,-,808.0275125,0.198910306,-,-,1,323211005,C,-
18/3/2019,4.838,4.721888,4.721888,4.528368,4.683184,-0.154816,-3.2,4.619284455,4.605776,4.683184,540.2542373,2.495588,-,-,540.2542373,2.495588,-,-,-,-,-,7.84,0.599912,-,-,782.1706321,0.323472897,-,-,1,323211005,C,-
19/3/2019,4.683184,4.528368,4.683184,4.528368,4.64448,-0.038704,-0.826446281,4.59173476,4.567072,4.64448,88.31128566,0.405502,-,-,88.31128566,0.405502,-,-,-,-,-,7.78,0.599912,-,-,775.706412,0.052875675,-,-,1,323211005,C,-
20/3/2019,4.64448,4.489664,4.64448,4.489664,4.64448,0,0,4.581369582,4.567072,4.64448,71.62050434,0.32812,-,-,71.62050434,0.32812,-,-,-,-,-,7.78,0.599912,-,-,775.706412,0.042882203,-,-,1,323211005,C,-
21/3/2019,4.64448,4.64448,4.64448,4.567072,4.64448,0,0,4.588720328,4.528368,4.64448,206.852005,0.949186,-,-,206.852005,0.949186,-,-,-,-,-,7.78,0.599912,-,-,775.706412,0.123850981,-,-,1,323211005,C,-
22/3/2019,4.64448,4.567072,4.605776,4.45096,4.605776,-0.038704,-0.833333333,4.517638651,4.489664,4.605776,209.3323687,0.945688,-,-,209.3323687,0.945688,-,-,-,-,-,7.71,0.599912,-,-,769.2421919,0.125336079,-,-,1,323211005,C,-
25/3/2019,4.605776,4.412256,4.64448,4.412256,4.64448,0.038704,0.840336134,4.611167868,4.489664,4.64448,112.3914841,0.518256,-,-,112.3914841,0.518256,-,-,-,-,-,7.78,0.599912,-,-,775.706412,0.067293501,-,-,1,323211005,C,-
26/3/2019,4.64448,4.683184,4.683184,4.567072,4.64448,0,0,4.605951131,4.528368,4.64448,22.84001654,0.1052,-,-,22.84208351,0.10520976,-,-,-,-,-,7.78,0.599912,-,-,775.706412,0.013676515,-,-,1,323211005,C,-
27/3/2019,4.64448,4.567072,4.605776,4.489664,4.567072,-0.077408,-1.666666667,4.54220196,4.567072,4.605776,25.73377429,0.116888,-,-,25.73377429,0.116888,-,-,-,-,-,7.65,0.599912,-,-,762.7779718,0.015407891,-,-,1,323211005,C,-
28/3/2019,4.567072,4.64448,4.799296,4.64448,4.799296,0.232224,5.084745763,4.697078396,4.64448,4.799296,235.6345597,1.106794,-,-,235.6345597,1.106794,-,-,-,-,-,8.04,0.599912,-,-,801.5632924,0.141084305,-,-,1,323211005,C,-
29/3/2019,4.799296,4.915408,5.379856,4.64448,5.186336,0.38704,8.064516129,5.040581074,5.147632,5.186336,426.8809425,2.151728,-,-,426.8809425,2.151728,-,-,-,-,-,8.69,0.599912,-,-,866.2054934,0.255591545,-,-,1,323211005,C,-
1/4/2019,5.186336,5.302448,5.341152,5.070224,5.341152,0.154816,2.985074627,5.249919264,5.302448,5.341152,228.1417941,1.197726,-,-,228.1417941,1.197726,-,-,-,-,-,8.94,0.599912,-,-,892.0623738,0.136598072,-,-,1,323211005,C,-
2/4/2019,5.341152,5.302448,5.341152,5.186336,5.263744,-0.077408,-1.449275362,5.250306272,5.186336,5.263744,191.4014055,1.004916,-,-,191.4014055,1.004916,-,-,-,-,-,8.81,0.599912,-,-,879.1339336,0.114600058,-,-,1,323211005,C,-
3/4/2019,5.263744,5.22504,5.341152,5.03152,5.263744,0,0,5.17382434,5.22504,5.263744,126.6019016,0.655016,-,-,126.6029351,0.65502152,-,-,-,-,-,8.81,0.599912,-,-,879.1339336,0.075802493,-,-,1,323211005,C,-
4/4/2019,5.263744,5.108928,5.22504,5.03152,5.108928,-0.154816,-2.941176471,5.143103561,5.108928,5.186336,113.0632493,0.581496,-,-,113.0647995,0.58150404,-,-,-,-,-,8.56,0.599912,-,-,853.2770532,0.067696643,-,-,1,323211005,C,-
5/4/2019,5.108928,4.954112,5.147632,4.876704,4.876704,-0.232224,-4.545454545,4.996165246,4.915408,4.954112,138.5386523,0.692162,-,-,138.5386523,0.692162,-,-,-,-,-,8.17,0.599912,-,-,814.4917326,0.082948908,-,-,1,323211005,C,-
9/4/2019,4.876704,5.070224,5.070224,4.64448,4.954112,0.077408,1.587301587,4.889564795,4.760592,4.954112,197.3439438,0.964926,-,-,197.3439438,0.964926,-,-,-,-,-,8.3,0.599912,-,-,827.4201728,0.118158105,-,-,1,323211005,C,-
10/4/2019,4.954112,4.721888,4.915408,4.721888,4.915408,-0.038704,-0.78125,4.767820003,4.876704,4.915408,81.90367921,0.390502,-,-,81.90367921,0.390502,-,-,-,-,-,8.23,0.599912,-,-,820.9559527,0.049039172,-,-,1,323211005,C,-
11/4/2019,4.915408,4.721888,5.186336,4.721888,5.108928,0.19352,3.937007874,5.058424213,5.070224,5.108928,573.7391484,2.902216,-,-,573.7391484,2.902216,-,-,-,-,-,8.56,0.599912,-,-,853.2770532,0.343521719,-,-,1,323211005,C,-
12/4/2019,5.108928,5.070224,5.302448,4.992816,5.22504,0.116112,2.272727273,5.188210159,5.186336,5.22504,419.3881769,2.175874,-,-,419.3881769,2.175874,-,-,-,-,-,8.75,0.599912,-,-,872.6697135,0.251105311,-,-,1,323211005,C,-
17/4/2019,5.22504,5.379856,5.573376,5.22504,5.457264,0.232224,4.444444444,5.379843392,5.41856,5.457264,793.147995,4.267012,-,-,793.1536792,4.2670428,-,-,-,-,-,9.14,0.599912,-,-,911.4550341,0.474894411,-,-,1,323211005,C,-
18/4/2019,5.457264,5.341152,5.495968,5.341152,5.341152,-0.116112,-2.127659574,5.391851223,5.341152,5.41856,590.06821,3.18156,-,-,590.06821,3.18156,-,-,-,-,-,8.94,0.599912,-,-,892.0623738,0.353298614,-,-,1,323211005,C,-
19/4/2019,5.341152,5.41856,5.41856,5.263744,5.341152,0,0,5.341377979,5.302448,5.341152,389.4171145,2.080024,-,-,389.4171145,2.080024,-,-,-,-,-,8.94,0.599912,-,-,892.0623738,0.233160378,-,-,1,323211005,C,-
22/4/2019,5.341152,5.341152,5.379856,5.03152,5.147632,-0.19352,-3.623188406,5.239881434,5.108928,5.147632,598.5944605,3.136564,-,-,598.6285655,3.13674088,-,-,-,-,-,8.62,0.599912,-,-,859.7412733,0.358424058,-,-,1,323211005,C,-
23/4/2019,5.147632,5.108928,5.108928,4.838,4.876704,-0.270928,-5.263157895,4.97332685,4.876704,4.915408,576.0128152,2.8647,-,-,576.0128152,2.8647,-,-,-,-,-,8.17,0.599912,-,-,814.4917326,0.344883059,-,-,1,323211005,C,-
24/4/2019,4.876704,4.992816,4.992816,4.721888,4.876704,0,0,4.806695463,4.799296,4.876704,174.6072757,0.839284,-,-,174.6072757,0.839284,-,-,-,-,-,8.17,0.599912,-,-,814.4917326,0.104544708,-,-,1,323211005,C,-
25/4/2019,4.876704,4.760592,4.954112,4.721888,4.799296,-0.077408,-1.587301587,4.809622106,4.799296,4.838,132.2860686,0.636246,-,-,132.2860686,0.636246,-,-,-,-,-,8.04,0.599912,-,-,801.5632924,0.079205224,-,-,1,323211005,C,-
26/4/2019,4.799296,4.799296,4.799296,4.605776,4.605776,-0.19352,-4.032258065,4.724767804,4.605776,4.683184,282.6581232,1.335494,-,-,282.6581232,1.335494,-,-,-,-,-,7.71,0.599912,-,-,769.2421919,0.169239287,-,-,1,323211005,C,-
29/4/2019,4.605776,4.683184,4.683184,4.45096,4.683184,0.077408,1.680672269,4.579315102,4.45096,4.683184,101.2815213,0.4638,-,-,101.2815213,0.4638,-,-,-,-,-,7.84,0.599912,-,-,782.1706321,0.0606415,-,-,1,323211005,C,-
30/4/2019,4.683184,4.721888,4.721888,4.25744,4.296144,-0.38704,-8.26446281,4.37972232,4.25744,4.296144,247.3129392,1.083162,-,-,247.3129392,1.083162,-,-,-,-,-,7.19,0.599912,-,-,717.5284311,0.148076641,-,-,1,323211005,C,-
2/5/2019,4.296144,4.141328,4.489664,4.06392,4.45096,0.154816,3.603603604,4.385467153,4.412256,4.45096,419.8015709,1.841026,-,-,419.8015709,1.841026,-,-,-,-,-,7.45,0.599912,-,-,743.3853115,0.251352828,-,-,1,323211005,C,-
3/5/2019,4.45096,4.334848,4.412256,3.77364,3.8704,-0.58056,-13.04347826,3.97971021,3.851048,3.8704,753.7722199,2.999795,-,-,753.8414634,3.00008534,-,-,-,-,-,6.48,0.599912,-,-,646.42201,0.451356537,-,-,1,323211005,C,-
7/5/2019,3.8704,3.8704,3.947808,3.792992,3.8704,0,0,3.866667962,3.8704,3.909104,267.4142208,1.034002,-,-,267.4152542,1.03400593,-,-,-,-,-,6.48,0.599912,-,-,646.42201,0.160112741,-,-,1,323211005,C,-
8/5/2019,3.8704,3.8704,4.489664,3.831696,4.296144,0.425744,11,4.202942242,4.25744,4.296144,877.1186441,3.686479,-,-,877.1511988,3.68661226,-,-,-,-,-,7.19,0.599912,-,-,717.5284311,0.525187253,-,-,1,323211005,C,-
9/5/2019,4.296144,4.180032,4.489664,4.180032,4.25744,-0.038704,-0.900900901,4.29248347,4.218736,4.25744,204.8883836,0.87948,-,-,204.8883836,0.87948,-,-,-,-,-,7.13,0.599912,-,-,711.064211,0.122675278,-,-,1,323211005,C,-
10/5/2019,4.25744,4.296144,4.334848,3.77364,3.792992,-0.464448,-10.90909091,3.992276321,3.792992,3.8704,1022.323274,4.081397,-,-,1022.421972,4.08180286,-,-,-,-,-,6.35,0.599912,-,-,633.4935698,0.612166965,-,-,1,323211005,C,-
13/5/2019,3.792992,3.8704,3.8704,2.9028,3.154376,-0.638616,-16.83673469,3.284716772,3.154376,3.19308,2251.70525,7.396214,-,-,2251.753307,7.39637675,-,-,-,-,-,5.28,0.599912,-,-,526.8339382,1.348219254,-,-,1,323211005,C,-
14/5/2019,3.154376,3.19308,3.19308,3.018912,3.19308,0.038704,1.226993865,3.094147732,3.19308,3.212432,292.3212071,0.904485,-,-,292.3212071,0.904485,-,-,-,-,-,5.35,0.599912,-,-,533.2981583,0.175024981,-,-,1,323211005,C,-
15/5/2019,3.19308,3.173728,3.19308,2.9028,3.135024,-0.058056,-1.818181818,3.017947326,3.038264,3.135024,598.1293923,1.805123,-,-,598.1293923,1.805123,-,-,-,-,-,5.25,0.599912,-,-,523.6018281,0.358125182,-,-,1,323211005,C,-
16/5/2019,3.135024,3.115672,3.154376,2.960856,3.115672,-0.019352,-0.617283951,3.025366526,3.076968,3.115672,172.7470029,0.522623,-,-,172.7470029,0.522623,-,-,-,-,-,5.22,0.599912,-,-,520.3697181,0.103430884,-,-,1,323211005,C,-
17/5/2019,3.115672,3.115672,3.309192,3.09632,3.231784,0.116112,3.726708075,3.221513052,3.212432,3.231784,385.7482431,1.242693,-,-,385.7482431,1.242693,-,-,-,-,-,5.41,0.599912,-,-,539.7623784,0.23096367,-,-,1,323211005,C,-
21/5/2019,3.231784,3.231784,3.251136,3.173728,3.231784,0,0,3.216652262,3.212432,3.231784,218.9437784,0.704266,-,-,218.9437784,0.704266,-,-,-,-,-,5.41,0.599912,-,-,539.7623784,0.131090833,-,-,1,323211005,C,-
22/5/2019,3.231784,3.231784,3.231784,3.076968,3.154376,-0.077408,-2.395209581,3.135261699,3.135024,3.154376,488.011575,1.530044,-,-,488.011575,1.530044,-,-,-,-,-,-,-0.735376,-,-,526.8339382,0.292193021,-,-,1,323211005,C,-
23/5/2019,3.154376,3.154376,3.173728,3.057616,3.115672,-0.038704,-1.226993865,3.101400403,3.09632,3.115672,223.8011575,0.694097,-,-,223.8011575,0.694097,-,-,-,-,-,-,-0.735376,-,-,520.3697181,0.13399915,-,-,1,323211005,C,-
24/5/2019,3.115672,3.115672,3.231784,3.038264,3.173728,0.058056,1.863354037,3.119630593,3.173728,3.212432,297.0752377,0.926765,-,-,297.0752377,0.926765,-,-,-,-,-,-,-0.735376,-,-,530.0660482,0.177871419,-,-,1,323211005,C,-
27/5/2019,3.173728,3.231784,3.28984,3.19308,3.270488,0.09676,3.048780488,3.253566916,3.212432,3.270488,230.7771807,0.750849,-,-,230.7771807,0.750849,-,-,-,-,-,-,-0.735376,-,-,546.2265985,0.138175988,-,-,1,323211005,C,-
28/5/2019,3.270488,3.270488,3.270488,3.173728,3.251136,-0.019352,-0.591715976,3.222118316,3.231784,3.251136,193.8817693,0.62471,-,-,193.8817693,0.62471,-,-,-,-,-,-,-0.735376,-,-,542.9944884,0.116085156,-,-,1,323211005,C,-
29/5/2019,3.251136,3.251136,3.251136,3.173728,3.251136,0,0,3.185964387,3.212432,3.251136,243.1273253,0.774595,-,-,243.1273253,0.774595,-,-,-,-,-,-,-0.735376,-,-,542.9944884,0.145570538,-,-,1,323211005,C,-
30/5/2019,3.251136,3.251136,3.270488,3.19308,3.251136,0,0,3.234897413,3.212432,3.251136,32.76147168,0.10598,-,-,32.76147168,0.10598,-,-,-,-,-,-,-0.735376,-,-,542.9944884,0.019615669,-,-,1,323211005,C,-
31/5/2019,3.251136,3.251136,3.251136,3.135024,3.251136,0,0,3.187312961,3.19308,3.251136,293.0446465,0.934025,-,-,293.0446465,0.934025,-,-,-,-,-,-,-0.735376,-,-,542.9944884,0.175458135,-,-,1,323211005,C,-
4/6/2019,3.251136,3.19308,3.19308,3.057616,3.154376,-0.09676,-2.976190476,3.116284647,3.154376,3.173728,261.161637,0.813854,-,-,261.161637,0.813854,-,-,-,-,-,-,-0.735376,-,-,526.8339382,0.156368438,-,-,1,323211005,C,-
5/6/2019,3.154376,3.173728,3.19308,2.980208,3.057616,-0.09676,-3.067484663,3.062712386,3.038264,3.057616,630.8391897,1.932079,-,-,630.8391897,1.932079,-,-,-,-,-,-,-0.735376,-,-,510.6733879,0.377709911,-,-,1,323211005,C,-
6/6/2019,3.057616,3.09632,3.19308,2.980208,3.038264,-0.019352,-0.632911392,3.027949712,3.018912,3.038264,265.5539479,0.804084,-,-,265.5539479,0.804084,-,-,-,-,-,-,-0.735376,-,-,507.4412779,0.158998299,-,-,1,323211005,C,-
7/6/2019,3.038264,3.09632,3.09632,3.018912,3.057616,0.019352,0.636942675,3.038281136,3.038264,3.057616,175.0723439,0.531919,-,-,175.0723439,0.531919,-,-,-,-,-,-,-0.735376,-,-,510.6733879,0.104823163,-,-,1,323211005,C,-
10/6/2019,3.057616,3.076968,3.09632,3.038264,3.076968,0.019352,0.632911392,3.075934735,3.076968,3.09632,103.5551881,0.318529,-,-,103.5551881,0.318529,-,-,-,-,-,-,-0.735376,-,-,513.905498,0.062002839,-,-,1,323211005,C,-
11/6/2019,3.076968,3.09632,3.135024,3.057616,3.09632,0.019352,0.628930818,3.09156232,3.076968,3.09632,146.2897892,0.452264,-,-,146.2897892,0.452264,-,-,-,-,-,-,-0.735376,-,-,517.137608,0.087589839,-,-,1,323211005,C,-
12/6/2019,3.09632,3.115672,3.154376,3.09632,3.115672,0.019352,0.625,3.121438445,3.115672,3.135024,84.2806945,0.263077,-,-,84.32255064,0.26320715,-,-,-,-,-,-,-0.735376,-,-,520.3697181,0.050487452,-,-,1,323211005,C,-
13/6/2019,3.115672,3.115672,3.154376,3.09632,3.154376,0.038704,1.242236025,3.128728238,3.135024,3.154376,90.37825548,0.282769,-,-,90.37825548,0.282769,-,-,-,-,-,-,-0.735376,-,-,526.8339382,0.054113256,-,-,1,323211005,C,-
14/6/2019,3.154376,3.173728,3.212432,3.154376,3.212432,0.058056,1.840490798,3.191260461,3.19308,3.212432,141.7941298,0.452502,-,-,141.7941298,0.452502,-,-,-,-,-,-,-0.735376,-,-,536.5302683,0.084898099,-,-,1,323211005,C,-
17/6/2019,3.212432,3.251136,3.347896,3.251136,3.347896,0.135464,4.21686747,3.307314652,3.328544,3.347896,352.6250517,1.166242,-,-,352.6250517,1.166242,-,-,-,-,-,-,-0.735376,-,-,559.1550387,0.211131425,-,-,1,323211005,C,-
18/6/2019,3.347896,3.3866,3.947808,3.367248,3.8704,0.522504,15.60693642,3.741740469,3.8704,3.909104,5302.397685,19.840196,-,-,5302.399752,19.8402035,-,-,-,-,-,-,-0.735376,-,-,646.42201,3.174769374,-,-,1,323211005,C,-
19/6/2019,3.8704,3.8704,3.8704,3.464008,3.541416,-0.328984,-8.5,3.68479295,3.541416,3.599472,1877.42869,6.917936,-,-,1877.42869,6.917936,-,-,-,-,-,-,-0.735376,-,-,591.4761392,1.124095388,-,-,1,323211005,C,-
20/6/2019,3.541416,3.48336,3.618824,3.48336,3.58012,0.038704,1.092896175,3.579107015,3.58012,3.599472,351.436544,1.257829,-,-,351.4370608,1.25783037,-,-,-,-,-,-,-0.735376,-,-,597.9403593,0.210420125,-,-,1,323211005,C,-
21/6/2019,3.58012,3.618824,3.696232,3.599472,3.638176,0.058056,1.621621622,3.648729397,3.618824,3.638176,365.2852418,1.332827,-,-,365.2852418,1.332827,-,-,-,-,-,-,-0.735376,-,-,607.6366894,0.218711612,-,-,1,323211005,C,-
24/6/2019,3.638176,3.657528,3.657528,3.560768,3.599472,-0.038704,-1.063829787,3.576446048,3.560768,3.599472,211.7610583,0.757352,-,-,211.761575,0.75735388,-,-,-,-,-,-,-0.735376,-,-,601.1724693,0.126790547,-,-,1,323211005,C,-
25/6/2019,3.599472,3.599472,3.599472,3.48336,3.541416,-0.058056,-1.612903226,3.523269471,3.522064,3.541416,666.9594874,2.349878,-,-,666.9605209,2.34988172,-,-,-,-,-,-,-0.735376,-,-,591.4761392,0.399337269,-,-,1,323211005,C,-
26/6/2019,3.541416,3.560768,3.58012,3.444656,3.522064,-0.019352,-0.546448087,3.494376551,3.522064,3.541416,424.452253,1.483196,-,-,424.452253,1.483196,-,-,-,-,-,-,-0.735376,-,-,588.2440291,0.254137386,-,-,1,323211005,C,-
27/6/2019,3.522064,3.618824,3.638176,3.48336,3.522064,0,0,3.516362846,3.522064,3.58012,288.1872675,1.013371,-,-,288.1877842,1.01337288,-,-,-,-,-,-,-0.735376,-,-,588.2440291,0.172550127,-,-,1,323211005,C,-
28/6/2019,3.522064,3.58012,3.58012,3.48336,3.541416,0.019352,0.549450549,3.506783419,3.502712,3.541416,254.7023563,0.893186,-,-,254.7023563,0.893186,-,-,-,-,-,-,-0.735376,-,-,591.4761392,0.152500995,-,-,1,323211005,C,-
1/7/2019,3.541416,3.541416,3.560768,3.48336,3.560768,0.019352,0.546448087,3.524473391,3.522064,3.560768,416.2877222,1.467195,-,-,416.2897892,1.46720232,-,-,-,-,-,-,-0.735376,-,-,594.7082492,0.249250176,-,-,1,323211005,C,-
2/7/2019,3.560768,3.560768,3.696232,3.541416,3.638176,0.077408,2.173913043,3.608509983,3.618824,3.638176,283.6916081,1.023704,-,-,283.7257131,1.02379037,-,-,-,-,-,-,-0.735376,-,-,607.6366894,0.169878498,-,-,1,323211005,C,-
3/7/2019,3.638176,3.638176,3.754288,3.599472,3.754288,0.116112,3.191489362,3.682339154,3.715584,3.754288,400.0620091,1.473164,-,-,400.0640761,1.47317156,-,-,-,-,-,-,-0.735376,-,-,627.0293497,0.239535161,-,-,1,323211005,C,-
4/7/2019,3.754288,3.77364,4.180032,3.754288,4.06392,0.309632,8.24742268,4.00197842,4.025216,4.06392,4466.515089,17.874897,-,-,4466.515606,17.87489922,-,-,-,-,-,-,-0.735376,-,-,678.7431105,2.674290438,-,-,1,323211005,C,-
5/7/2019,4.06392,4.06392,4.218736,3.8704,4.06392,0,0,4.093510117,4.06392,4.102624,1066.504754,4.365748,-,-,1066.552811,4.36590256,-,-,-,-,-,-,-0.735376,-,-,678.7431105,0.638589951,-,-,1,323211005,C,-
8/7/2019,4.06392,4.06392,4.605776,4.06392,4.605776,0.541856,13.33333333,4.385649383,4.567072,4.605776,3200.031005,14.034214,-,-,3200.195845,14.03492648,-,-,-,-,-,-,-0.735376,-,-,769.2421919,1.916091626,-,-,1,323211005,C,-
9/7/2019,4.605776,4.799296,5.03152,4.180032,4.64448,0.038704,0.840336134,4.643499033,4.605776,4.64448,7421.24845,34.46056,-,-,7421.352832,34.4610602,-,-,-,-,-,-,-0.735376,-,-,775.706412,4.443475556,-,-,1,323211005,C,-
