Date,Prior,Open,High,Low,Close,Change,%Change,Average,Bid,Offer,AOM Volume (k.Shares),AOM Value (M.Baht),TR Volume (k.Shares),TR Value (M.Baht),Total Volume (k.Shares),Total Value (M.Baht),NVDR Buy Value (M.Baht),NVDR Sell Value (M.Baht),NVDR Net Value (M.Baht),P/E,PEG,P/BV,BVPS (Baht),%Dividend Yield,%12M Dividend Yield,Market Cap. (M.Baht),%Volume Turnover,ROI,Beta,Par (Baht),Listed Shares,Trading Sign,Benefit Sign
2/2/2018,1.9352,1.9352,1.993256,1.896496,1.896496,-0.038704,-2,1.92956655,1.896496,1.915848,654.6610169,1.263212,-,-,654.6610169,1.263212,-,-,-,-,-,1,1.896496,-,-,316.7113471,0.392016898,-,-,1,323174844,-,-
5/2/2018,1.896496,1.877144,2.03196,1.877144,1.9352,0.038704,2.040816327,1.968894465,1.915848,1.9352,1413.70401,2.783434,-,-,1413.70711,2.7834382,-,-,-,-,-,1.02,1.896496,-,-,323.174844,0.846540518,-,-,1,323174844,-,-
6/2/2018,1.9352,1.915848,1.954552,1.877144,1.896496,-0.038704,-2,1.912555481,1.877144,1.896496,414.2724266,0.792319,-,-,414.2724266,0.792319,-,-,-,-,-,1,1.896496,-,-,316.7113471,0.248070051,-,-,1,323174844,-,-
7/2/2018,1.896496,1.9352,1.973904,1.877144,1.877144,-0.019352,-1.020408163,1.93042206,1.877144,1.915848,670.1632906,1.293698,-,-,670.1632906,1.293698,-,-,-,-,-,0.99,1.896496,-,-,313.4795987,0.401299799,-,-,1,323174844,-,-
8/2/2018,1.877144,1.877144,1.954552,1.877144,1.877144,0,0,1.915067825,1.877144,1.896496,328.1314593,0.628394,-,-,328.1314593,0.628394,-,-,-,-,-,0.99,1.896496,-,-,313.4795987,0.196488066,-,-,1,323174844,-,-
9/2/2018,1.877144,1.877144,2.012608,1.877144,1.915848,0.038704,2.06185567,1.960580978,1.915848,1.9352,2297.902026,4.505223,-,-,2297.902026,4.505223,-,-,-,-,-,1.01,1.896496,-,-,319.9430956,1.376004377,-,-,1,323174844,-,-
12/2/2018,1.915848,1.9352,1.993256,1.915848,1.915848,0,0,1.948074611,1.915848,1.9352,561.3373295,1.093527,-,-,561.3373295,1.093527,-,-,-,-,-,1.01,1.896496,-,-,319.9430956,0.336133836,-,-,1,323174844,-,-
13/2/2018,1.915848,1.9352,1.973904,1.915848,1.915848,0,0,1.943028465,1.915848,1.954552,684.4253824,1.329858,-,-,684.4253824,1.329858,-,-,-,-,-,1.01,1.896496,-,-,319.9430956,0.409840068,-,-,1,323174844,-,-
14/2/2018,1.915848,1.9352,1.9352,1.896496,1.896496,-0.019352,-1.01010101,1.914742934,1.896496,1.915848,187.3191401,0.358668,-,-,187.3191401,0.358668,-,-,-,-,-,1,1.896496,-,-,316.7113471,0.112168384,-,-,1,323174844,-,-
15/2/2018,1.896496,1.9352,1.9352,1.877144,1.915848,0.019352,1.020408163,1.901012206,1.915848,1.9352,270.3596527,0.513957,-,-,270.3596527,0.513957,-,-,-,-,-,1.01,1.896496,-,-,319.9430956,0.161893789,-,-,1,323174844,-,-
16/2/2018,1.915848,1.915848,1.973904,1.896496,1.896496,-0.019352,-1.01010101,1.931250851,1.896496,1.915848,256.5109549,0.495387,-,-,256.5109549,0.495387,-,-,-,-,-,1,1.896496,-,-,316.7113471,0.153601064,-,-,1,323174844,-,-
19/2/2018,1.896496,1.915848,1.9352,1.877144,1.877144,-0.019352,-1.020408163,1.89509848,1.877144,1.896496,178.1727987,0.337655,-,-,178.1727987,0.337655,-,-,-,-,-,0.99,1.896496,-,-,313.4795987,0.106691473,-,-,1,323174844,-,-
20/2/2018,1.877144,1.896496,1.915848,1.857792,1.877144,0,0,1.876515506,1.877144,1.896496,213.2079372,0.400088,-,-,213.2084539,0.40008893,-,-,-,-,-,0.99,1.896496,-,-,313.4795987,0.127671138,-,-,1,323174844,-,-
21/2/2018,1.877144,1.896496,1.915848,1.83844,1.83844,-0.038704,-2.06185567,1.864768202,1.83844,1.877144,265.7606449,0.495582,-,-,265.7606449,0.495582,-,-,-,-,-,0.97,1.896496,-,-,307.0161018,0.159139862,-,-,1,323174844,-,-
22/2/2018,1.83844,1.857792,1.857792,1.761032,1.761032,-0.077408,-4.210526316,1.828351333,1.761032,1.819088,357.4307565,0.653509,-,-,357.4307565,0.653509,-,-,-,-,-,0.93,1.896496,-,-,294.089108,0.214032748,-,-,1,323174844,-,-
23/2/2018,1.761032,1.761032,1.819088,1.761032,1.799736,0.038704,2.197802198,1.796275846,1.780384,1.799736,96.5274907,0.17339,-,-,96.5274907,0.17339,-,-,-,-,-,0.95,1.896496,-,-,300.5526049,0.057801529,-,-,1,323174844,-,-
26/2/2018,1.799736,1.857792,1.857792,1.780384,1.799736,0,0,1.793073676,1.799736,1.819088,102.3666804,0.183551,-,-,102.4111203,0.18360948,-,-,-,-,-,0.95,1.896496,-,-,300.5526049,0.061324699,-,-,1,323174844,-,-
27/2/2018,1.799736,1.83844,1.83844,1.761032,1.761032,-0.038704,-2.150537634,1.778537129,1.761032,1.780384,74.72095907,0.132894,-,-,74.72095907,0.132894,-,-,-,-,-,0.93,1.896496,-,-,294.089108,0.044743582,-,-,1,323174844,-,-
28/2/2018,1.761032,1.761032,1.799736,1.64492,1.64492,-0.116112,-6.593406593,1.689390197,1.64492,1.761032,180.1880943,0.304408,-,-,180.1880943,0.304408,-,-,-,-,-,0.87,1.896496,-,-,274.6986174,0.10789825,-,-,1,323174844,-,-
2/3/2018,1.64492,1.683624,1.722328,1.664272,1.683624,0.038704,2.352941176,1.701210581,1.683624,1.702976,133.1128566,0.226453,-,-,133.1128566,0.226453,-,-,-,-,-,0.89,1.896496,-,-,281.1621143,0.079709174,-,-,1,323174844,-,-
5/3/2018,1.683624,1.702976,1.702976,1.664272,1.664272,-0.019352,-1.149425287,1.676004734,1.664272,1.683624,21.39313766,0.035855,-,-,21.39623811,0.03586016,-,-,-,-,-,0.98,1.683624,-,-,277.9303658,0.01281226,-,-,1,323174844,-,-
6/3/2018,1.664272,1.683624,1.683624,1.64492,1.664272,0,0,1.660549111,1.664272,1.683624,56.9450186,0.09456,-,-,56.9450186,0.09456,-,-,-,-,-,0.98,1.683624,-,-,277.9303658,0.034099189,-,-,1,323174844,-,-
7/3/2018,1.664272,1.683624,1.683624,1.586864,1.64492,-0.019352,-1.162790698,1.626468659,1.625568,1.64492,41.08102522,0.066817,-,-,41.08102522,0.066817,-,-,-,-,-,0.97,1.683624,-,-,274.6986174,0.024599687,-,-,1,323174844,-,-
8/3/2018,1.64492,1.64492,1.64492,1.586864,1.606216,-0.038704,-2.352941176,1.609472496,1.606216,1.625568,64.17941298,0.103295,-,-,64.17941298,0.103295,-,-,-,-,-,0.95,1.683624,-,-,268.2351205,0.038431209,-,-,1,323174844,-,-
9/3/2018,1.606216,1.625568,1.625568,1.606216,1.606216,0,0,1.606358294,1.606216,1.625568,7.027697396,0.011289,-,-,7.027697396,0.011289,-,-,-,-,-,0.95,1.683624,-,-,268.2351205,0.004208248,-,-,1,323174844,-,-
12/3/2018,1.606216,1.606216,1.702976,1.586864,1.586864,-0.019352,-1.204819277,1.639251611,1.586864,1.625568,133.3712278,0.218629,-,-,133.3712278,0.218629,-,-,-,-,-,0.94,1.683624,-,-,265.0033721,0.079863889,-,-,1,323174844,-,-
13/3/2018,1.586864,1.606216,1.702976,1.606216,1.64492,0.058056,3.658536585,1.649171468,1.625568,1.64492,140.6572964,0.231968,-,-,140.6572964,0.231968,-,-,-,-,-,0.97,1.683624,-,-,274.6986174,0.084226853,-,-,1,323174844,-,-
14/3/2018,1.64492,1.64492,1.702976,1.64492,1.664272,0.019352,1.176470588,1.688927537,1.664272,1.683624,236.8230674,0.399977,-,-,236.8230674,0.399977,-,-,-,-,-,0.98,1.683624,-,-,277.9303658,0.14181178,-,-,1,323174844,-,-
15/3/2018,1.664272,1.664272,1.722328,1.664272,1.683624,0.019352,1.162790698,1.665776198,1.683624,1.702976,232.0173625,0.386489,-,-,232.0173625,0.386489,-,-,-,-,-,1,1.683624,-,-,281.1621143,0.138934081,-,-,1,323174844,-,-
16/3/2018,1.683624,1.761032,1.993256,1.761032,1.877144,0.19352,11.49425287,1.901723429,1.877144,1.896496,6554.464655,12.464779,-,-,6554.49876,12.4648351,-,-,-,-,-,1.11,1.683624,-,-,313.4795987,3.924892743,-,-,1,323174844,-,-
19/3/2018,1.877144,1.857792,1.973904,1.857792,1.915848,0.038704,2.06185567,1.918033029,1.915848,1.9352,2442.073171,4.683977,-,-,2442.077305,4.68398484,-,-,-,-,-,1.13,1.683624,-,-,319.9430956,1.46233783,-,-,1,323174844,-,-
